child_id,path_id,date,node,node_N,node_NN
1004987,0,2015-04-26,exit_nonsocialcare,1,1
1004993,0,2015-04-26,referral,1,1
1004995,0,2015-04-26,referral,1,1
1004996,0,2015-04-26,referral,1,1
1004999,0,2015-04-26,referral,1,1
1005002,0,2015-04-26,referral,1,1
1005003,0,2015-04-26,referral,1,1
1005004,0,2015-04-26,referral,1,1
1005006,0,2015-04-26,referral,1,1
1005007,0,2015-04-26,referral,1,1
1005008,0,2015-04-26,referral,1,1
1005009,0,2015-04-26,referral,1,1
1005010,0,2015-04-26,referral,1,1
1005012,0,2015-04-26,referral,1,1
1005013,0,2015-04-26,referral,1,1
1005014,0,2015-04-26,referral,1,1
1005015,0,2015-04-26,referral,1,1
1005016,0,2015-04-26,referral,1,1
1005018,0,2015-04-26,referral,1,1
1005020,0,2015-04-26,exit_nonsocialcare,1,1
1005022,0,2015-04-26,referral,1,1
1005023,0,2015-04-26,exit_nonsocialcare,1,1
1005024,0,2015-04-26,referral,1,1
1005025,0,2015-04-26,referral,1,1
1005026,0,2015-04-26,referral,1,1
1005030,0,2015-04-26,referral,1,1
1000572,1,2015-04-26,contact,0,2
1001838,1,2015-04-26,contact,0,2
1001899,1,2015-04-26,contact,0,2
1004322,1,2015-04-26,contact,0,2
1004415,1,2015-04-26,contact,0,2
1004507,1,2015-04-26,contact,0,2
1004599,1,2015-04-26,contact,0,2
1004974,0,2015-04-26,candf,2,2
1004975,0,2015-04-26,strategy,2,2
1004979,0,2015-04-26,candf,2,2
1004981,0,2015-04-26,strategy,2,2
1004985,0,2015-04-26,candf,2,2
1004993,0,2015-04-26,candf,2,2
1004995,0,2015-04-26,candf,2,2
1004996,0,2015-04-26,candf,2,2
1004999,0,2015-04-26,candf,2,2
1005002,0,2015-04-26,candf,2,2
1005003,0,2015-04-26,candf,2,2
1005004,0,2015-04-26,candf,2,2
1005006,0,2015-04-26,strategy,2,2
1005007,0,2015-04-26,candf,2,2
1005008,0,2015-04-26,strategy,2,2
1005009,0,2015-04-26,candf,2,2
1005010,0,2015-04-26,candf,2,2
1005012,0,2015-04-26,candf,2,2
1005013,0,2015-04-26,candf,2,2
1005014,0,2015-04-26,candf,2,2
1005015,0,2015-04-26,candf,2,2
1005016,0,2015-04-26,candf,2,2
1005018,0,2015-04-26,strategy,2,2
1005022,0,2015-04-26,candf,2,2
1005024,0,2015-04-26,strategy,2,2
1005025,0,2015-04-26,candf,2,2
1005026,0,2015-04-26,candf,2,2
1005030,0,2015-04-26,candf,2,2
1000239,0,2015-04-26,exit_nonsocialcare,3,3
1000572,1,2015-04-26,referral,1,3
1000689,1,2015-04-26,exit_nonsocialcare,1,3
1001440,0,2015-04-26,exit_cin,3,3
1001837,0,2015-04-26,exit_nonsocialcare,3,3
1001838,1,2015-04-26,referral,1,3
1002153,0,2015-04-26,exit_nonsocialcare,3,3
1002200,0,2015-04-26,exit_lac,3,3
1002555,0,2015-04-26,exit_nonsocialcare,3,3
1002569,0,2015-04-26,exit_cin,3,3
1002747,1,2015-04-26,exit_nonsocialcare,1,3
1002757,0,2015-04-26,exit_nonsocialcare,3,3
1002793,1,2015-04-26,exit_nonsocialcare,1,3
1002805,0,2015-04-26,exit_cin,3,3
1002843,0,2015-04-26,exit_nonsocialcare,3,3
1002871,0,2015-04-26,exit_other,3,3
1002981,0,2015-04-26,exit_nonsocialcare,3,3
1003062,0,2015-04-26,exit_cin,3,3
1003200,0,2015-04-26,exit_nonsocialcare,3,3
1003272,0,2015-04-26,exit_nonsocialcare,3,3
1003366,0,2015-04-26,exit_nonsocialcare,3,3
1003394,0,2015-04-26,exit_nonsocialcare,3,3
1003405,0,2015-04-26,exit_nonsocialcare,3,3
1003484,0,2015-04-26,exit_other,3,3
1003524,0,2015-04-26,exit_nonsocialcare,3,3
1003556,0,2015-04-26,exit_cin,3,3
1003622,0,2015-04-26,exit_nonsocialcare,3,3
1003790,0,2015-04-26,exit_nonsocialcare,3,3
1003963,1,2015-04-26,exit_nonsocialcare,1,3
1003982,0,2015-04-26,exit_other,3,3
1004035,0,2015-04-26,exit_other,3,3
1004133,0,2015-04-26,exit_nonsocialcare,3,3
1004322,1,2015-04-26,referral,1,3
1004415,1,2015-04-26,referral,1,3
1004599,1,2015-04-26,referral,1,3
1004617,0,2015-04-26,s47,3,3
1004822,0,2015-04-26,s47,3,3
1004870,0,2015-04-26,s47,3,3
1004975,0,2015-04-26,s47,3,3
1004981,0,2015-04-26,s47,3,3
1005006,0,2015-04-26,s47,3,3
1005008,0,2015-04-26,s47,3,3
1005014,0,2015-04-26,strategy,3,3
1005024,0,2015-04-26,s47,3,3
1000232,1,2015-04-26,contact,0,4
1000572,1,2015-04-26,candf,2,4
1001202,1,2015-04-26,contact,0,4
1001217,1,2015-04-26,contact,0,4
1001838,1,2015-04-26,candf,2,4
1002046,0,2015-04-26,s47,4,4
1002619,1,2015-04-26,contact,0,4
1003262,1,2015-04-26,contact,0,4
1004322,1,2015-04-26,exit_lac,2,4
1004347,0,2015-04-26,exit_nonsocialcare,4,4
1004402,0,2015-04-26,exit_nonsocialcare,4,4
1004415,1,2015-04-26,candf,2,4
1004416,0,2015-04-26,exit_other,4,4
1004431,0,2015-04-26,icpc,4,4
1004599,1,2015-04-26,strategy,2,4
1004672,0,2015-04-26,icpc,4,4
1000232,1,2015-04-26,referral,1,5
1001027,1,2015-04-26,exit_other,3,5
1002519,1,2015-04-26,exit_cin,3,5
1002612,1,2015-04-26,exit_nonsocialcare,1,5
1002619,1,2015-04-26,referral,1,5
1002718,1,2015-04-26,exit_nonsocialcare,1,5
1003683,1,2015-04-26,contact,0,5
1004730,1,2015-04-26,s47,3,5
1000232,1,2015-04-26,candf,2,6
1002551,1,2015-04-26,icpc,4,6
1002619,1,2015-04-26,candf,2,6
1003683,1,2015-04-26,referral,1,6
1001112,1,2015-04-26,exit_nonsocialcare,3,7
1003683,1,2015-04-26,candf,2,7
1005032,0,2015-04-27,contact,0,0
1005033,0,2015-04-27,contact,0,0
1005034,0,2015-04-27,contact,0,0
1005035,0,2015-04-27,contact,0,0
1005036,0,2015-04-27,contact,0,0
1005037,0,2015-04-27,contact,0,0
1005038,0,2015-04-27,contact,0,0
1005039,0,2015-04-27,contact,0,0
1005040,0,2015-04-27,contact,0,0
1005041,0,2015-04-27,contact,0,0
1005042,0,2015-04-27,contact,0,0
1005043,0,2015-04-27,contact,0,0
1005044,0,2015-04-27,contact,0,0
1005045,0,2015-04-27,contact,0,0
1005046,0,2015-04-27,contact,0,0
1005047,0,2015-04-27,contact,0,0
1005048,0,2015-04-27,contact,0,0
1005049,0,2015-04-27,contact,0,0
1005050,0,2015-04-27,contact,0,0
1005051,0,2015-04-27,contact,0,0
1005052,0,2015-04-27,contact,0,0
1005053,0,2015-04-27,contact,0,0
1005054,0,2015-04-27,contact,0,0
1005055,0,2015-04-27,contact,0,0
1005056,0,2015-04-27,contact,0,0
1005057,0,2015-04-27,contact,0,0
1005058,0,2015-04-27,contact,0,0
1005059,0,2015-04-27,contact,0,0
1005060,0,2015-04-27,contact,0,0
1005061,0,2015-04-27,contact,0,0
1005062,0,2015-04-27,contact,0,0
1005063,0,2015-04-27,contact,0,0
1005064,0,2015-04-27,contact,0,0
1005065,0,2015-04-27,contact,0,0
1005066,0,2015-04-27,contact,0,0
1005067,0,2015-04-27,contact,0,0
1005068,0,2015-04-27,contact,0,0
1005069,0,2015-04-27,contact,0,0
1005070,0,2015-04-27,contact,0,0
1005071,0,2015-04-27,contact,0,0
1005072,0,2015-04-27,contact,0,0
1005073,0,2015-04-27,contact,0,0
1005074,0,2015-04-27,contact,0,0
1005075,0,2015-04-27,contact,0,0
1005076,0,2015-04-27,contact,0,0
1005077,0,2015-04-27,contact,0,0
1005078,0,2015-04-27,contact,0,0
1005079,0,2015-04-27,contact,0,0
1005080,0,2015-04-27,contact,0,0
1005081,0,2015-04-27,contact,0,0
1005082,0,2015-04-27,contact,0,0
1005083,0,2015-04-27,contact,0,0
1005084,0,2015-04-27,contact,0,0
1005085,0,2015-04-27,contact,0,0
1005086,0,2015-04-27,contact,0,0
1005087,0,2015-04-27,contact,0,0
1004043,0,2015-04-27,exit_nonsocialcare,1,1
1004085,0,2015-04-27,exit_nonsocialcare,1,1
1004485,0,2015-04-27,exit_nonsocialcare,1,1
1004508,0,2015-04-27,exit_nonsocialcare,1,1
1004526,0,2015-04-27,exit_nonsocialcare,1,1
1004606,0,2015-04-27,exit_nonsocialcare,1,1
1004700,0,2015-04-27,exit_nonsocialcare,1,1
1004764,0,2015-04-27,exit_nonsocialcare,1,1
1004774,0,2015-04-27,exit_nonsocialcare,1,1
1004788,0,2015-04-27,exit_nonsocialcare,1,1
1004816,0,2015-04-27,exit_nonsocialcare,1,1
1004836,0,2015-04-27,exit_nonsocialcare,1,1
1004842,0,2015-04-27,exit_nonsocialcare,1,1
1004858,0,2015-04-27,exit_nonsocialcare,1,1
1004876,0,2015-04-27,exit_nonsocialcare,1,1
1004885,0,2015-04-27,exit_nonsocialcare,1,1
1004886,0,2015-04-27,exit_nonsocialcare,1,1
1004896,0,2015-04-27,exit_nonsocialcare,1,1
1004934,0,2015-04-27,exit_nonsocialcare,1,1
1004958,0,2015-04-27,exit_nonsocialcare,1,1
1004962,0,2015-04-27,exit_nonsocialcare,1,1
1004966,0,2015-04-27,exit_nonsocialcare,1,1
1004976,0,2015-04-27,exit_nonsocialcare,1,1
1005005,0,2015-04-27,exit_nonsocialcare,1,1
1005019,0,2015-04-27,exit_nonsocialcare,1,1
1005027,0,2015-04-27,exit_nonsocialcare,1,1
1005035,0,2015-04-27,referral,1,1
1005038,0,2015-04-27,referral,1,1
1005039,0,2015-04-27,exit_nonsocialcare,1,1
1005040,0,2015-04-27,referral,1,1
1005041,0,2015-04-27,referral,1,1
1005042,0,2015-04-27,referral,1,1
1005043,0,2015-04-27,referral,1,1
1005045,0,2015-04-27,referral,1,1
1005046,0,2015-04-27,referral,1,1
1005047,0,2015-04-27,referral,1,1
1005049,0,2015-04-27,referral,1,1
1005052,0,2015-04-27,referral,1,1
1005053,0,2015-04-27,exit_nonsocialcare,1,1
1005055,0,2015-04-27,referral,1,1
1005056,0,2015-04-27,referral,1,1
1005057,0,2015-04-27,exit_nonsocialcare,1,1
1005060,0,2015-04-27,referral,1,1
1005061,0,2015-04-27,referral,1,1
1005062,0,2015-04-27,referral,1,1
1005065,0,2015-04-27,referral,1,1
1005067,0,2015-04-27,exit_nonsocialcare,1,1
1005069,0,2015-04-27,referral,1,1
1005070,0,2015-04-27,referral,1,1
1005071,0,2015-04-27,referral,1,1
1005072,0,2015-04-27,referral,1,1
1005073,0,2015-04-27,exit_nonsocialcare,1,1
1005074,0,2015-04-27,referral,1,1
1005075,0,2015-04-27,referral,1,1
1005076,0,2015-04-27,referral,1,1
1005078,0,2015-04-27,referral,1,1
1005079,0,2015-04-27,referral,1,1
1005080,0,2015-04-27,referral,1,1
1005082,0,2015-04-27,referral,1,1
1005083,0,2015-04-27,referral,1,1
1005084,0,2015-04-27,referral,1,1
1005085,0,2015-04-27,referral,1,1
1003047,1,2015-04-27,contact,0,2
1003429,1,2015-04-27,contact,0,2
1003578,1,2015-04-27,contact,0,2
1004320,1,2015-04-27,contact,0,2
1004389,1,2015-04-27,contact,0,2
1004477,1,2015-04-27,contact,0,2
1004495,1,2015-04-27,contact,0,2
1004558,1,2015-04-27,contact,0,2
1004836,1,2015-04-27,contact,0,2
1004867,1,2015-04-27,contact,0,2
1004950,0,2015-04-27,exit_nonsocialcare,2,2
1005035,0,2015-04-27,strategy,2,2
1005038,0,2015-04-27,candf,2,2
1005040,0,2015-04-27,candf,2,2
1005041,0,2015-04-27,exit_lac,2,2
1005042,0,2015-04-27,candf,2,2
1005045,0,2015-04-27,candf,2,2
1005046,0,2015-04-27,candf,2,2
1005047,0,2015-04-27,candf,2,2
1005049,0,2015-04-27,candf,2,2
1005055,0,2015-04-27,candf,2,2
1005056,0,2015-04-27,candf,2,2
1005060,0,2015-04-27,candf,2,2
1005061,0,2015-04-27,exit_lac,2,2
1005062,0,2015-04-27,strategy,2,2
1005065,0,2015-04-27,strategy,2,2
1005069,0,2015-04-27,candf,2,2
1005070,0,2015-04-27,candf,2,2
1005071,0,2015-04-27,candf,2,2
1005072,0,2015-04-27,candf,2,2
1005074,0,2015-04-27,candf,2,2
1005075,0,2015-04-27,strategy,2,2
1005076,0,2015-04-27,candf,2,2
1005078,0,2015-04-27,candf,2,2
1005079,0,2015-04-27,strategy,2,2
1005080,0,2015-04-27,candf,2,2
1005082,0,2015-04-27,candf,2,2
1005083,0,2015-04-27,candf,2,2
1005084,0,2015-04-27,strategy,2,2
1001820,0,2015-04-27,exit_nonsocialcare,3,3
1001981,0,2015-04-27,exit_nonsocialcare,3,3
1002163,0,2015-04-27,exit_nonsocialcare,3,3
1002474,0,2015-04-27,exit_nonsocialcare,3,3
1002634,0,2015-04-27,exit_nonsocialcare,3,3
1002635,1,2015-04-27,exit_nonsocialcare,1,3
1003047,1,2015-04-27,referral,1,3
1003305,0,2015-04-27,exit_nonsocialcare,3,3
1003342,0,2015-04-27,exit_cin,3,3
1003429,1,2015-04-27,exit_nonsocialcare,1,3
1003453,0,2015-04-27,exit_nonsocialcare,3,3
1003578,1,2015-04-27,referral,1,3
1004061,0,2015-04-27,exit_nonsocialcare,3,3
1004111,0,2015-04-27,exit_other,3,3
1004320,1,2015-04-27,referral,1,3
1004477,1,2015-04-27,referral,1,3
1004558,1,2015-04-27,referral,1,3
1004669,0,2015-04-27,s47,3,3
1004726,0,2015-04-27,exit_other,3,3
1004810,0,2015-04-27,exit_other,3,3
1004867,1,2015-04-27,referral,1,3
1004942,0,2015-04-27,s47,3,3
1005018,0,2015-04-27,s47,3,3
1005035,0,2015-04-27,s47,3,3
1005062,0,2015-04-27,s47,3,3
1005065,0,2015-04-27,s47,3,3
1005075,0,2015-04-27,s47,3,3
1005079,0,2015-04-27,s47,3,3
1000568,1,2015-04-27,contact,0,4
1000906,1,2015-04-27,contact,0,4
1001108,1,2015-04-27,contact,0,4
1003047,1,2015-04-27,candf,2,4
1003366,1,2015-04-27,contact,0,4
1003578,1,2015-04-27,candf,2,4
1004320,1,2015-04-27,candf,2,4
1004391,0,2015-04-27,exit_other,4,4
1004477,1,2015-04-27,strategy,2,4
1004558,1,2015-04-27,candf,2,4
1004809,0,2015-04-27,icpc,4,4
1004867,1,2015-04-27,strategy,2,4
1004900,0,2015-04-27,exit_other,4,4
1004932,0,2015-04-27,exit_other,4,4
1005014,0,2015-04-27,s47,4,4
1000559,1,2015-04-27,exit_nonsocialcare,3,5
1000906,1,2015-04-27,referral,1,5
1001108,1,2015-04-27,referral,1,5
1001217,1,2015-04-27,exit_nonsocialcare,1,5
1001506,1,2015-04-27,exit_nonsocialcare,1,5
1002384,1,2015-04-27,contact,0,5
1003016,1,2015-04-27,exit_nonsocialcare,3,5
1003366,1,2015-04-27,referral,1,5
1004599,1,2015-04-27,s47,3,5
1004867,1,2015-04-27,s47,3,5
1000829,2,2015-04-27,contact,0,6
1000906,1,2015-04-27,candf,2,6
1001108,1,2015-04-27,candf,2,6
1002384,1,2015-04-27,referral,1,6
1003366,1,2015-04-27,candf,2,6
1000829,2,2015-04-27,referral,1,7
1002384,1,2015-04-27,candf,2,7
1000829,2,2015-04-27,candf,2,8
1000279,2,2015-04-27,contact,0,9
1001928,1,2015-04-27,exit_other,4,10
1005088,0,2015-04-28,contact,0,0
1005089,0,2015-04-28,contact,0,0
1005090,0,2015-04-28,contact,0,0
1005091,0,2015-04-28,contact,0,0
1005092,0,2015-04-28,contact,0,0
1005093,0,2015-04-28,contact,0,0
1005094,0,2015-04-28,contact,0,0
1005095,0,2015-04-28,contact,0,0
1005096,0,2015-04-28,contact,0,0
1005097,0,2015-04-28,contact,0,0
1005098,0,2015-04-28,contact,0,0
1005099,0,2015-04-28,contact,0,0
1005100,0,2015-04-28,contact,0,0
1005101,0,2015-04-28,contact,0,0
1005102,0,2015-04-28,contact,0,0
1005103,0,2015-04-28,contact,0,0
1005104,0,2015-04-28,contact,0,0
1005105,0,2015-04-28,contact,0,0
1005106,0,2015-04-28,contact,0,0
1005107,0,2015-04-28,contact,0,0
1005108,0,2015-04-28,contact,0,0
1004564,0,2015-04-28,exit_nonsocialcare,1,1
1004587,0,2015-04-28,exit_nonsocialcare,1,1
1004829,0,2015-04-28,exit_nonsocialcare,1,1
1004848,0,2015-04-28,exit_nonsocialcare,1,1
1004850,0,2015-04-28,exit_nonsocialcare,1,1
1004893,0,2015-04-28,exit_nonsocialcare,1,1
1004945,0,2015-04-28,exit_nonsocialcare,1,1
1004952,0,2015-04-28,exit_nonsocialcare,1,1
1004984,0,2015-04-28,exit_nonsocialcare,1,1
1004989,0,2015-04-28,exit_nonsocialcare,1,1
1005028,0,2015-04-28,exit_nonsocialcare,1,1
1005034,0,2015-04-28,exit_nonsocialcare,1,1
1005036,0,2015-04-28,exit_nonsocialcare,1,1
1005064,0,2015-04-28,exit_nonsocialcare,1,1
1005081,0,2015-04-28,exit_nonsocialcare,1,1
1005089,0,2015-04-28,referral,1,1
1005091,0,2015-04-28,referral,1,1
1005092,0,2015-04-28,exit_nonsocialcare,1,1
1005094,0,2015-04-28,referral,1,1
1005098,0,2015-04-28,referral,1,1
1005099,0,2015-04-28,referral,1,1
1005100,0,2015-04-28,referral,1,1
1005103,0,2015-04-28,referral,1,1
1005105,0,2015-04-28,referral,1,1
1005107,0,2015-04-28,referral,1,1
1005108,0,2015-04-28,referral,1,1
1002890,1,2015-04-28,contact,0,2
1004142,1,2015-04-28,contact,0,2
1004284,1,2015-04-28,contact,0,2
1004504,1,2015-04-28,contact,0,2
1005089,0,2015-04-28,candf,2,2
1005091,0,2015-04-28,candf,2,2
1005094,0,2015-04-28,candf,2,2
1005098,0,2015-04-28,candf,2,2
1005099,0,2015-04-28,strategy,2,2
1005100,0,2015-04-28,candf,2,2
1005103,0,2015-04-28,candf,2,2
1005105,0,2015-04-28,candf,2,2
1005107,0,2015-04-28,candf,2,2
1005108,0,2015-04-28,candf,2,2
1001247,0,2015-04-28,exit_nonsocialcare,3,3
1001942,0,2015-04-28,exit_nonsocialcare,3,3
1002361,0,2015-04-28,exit_cin,3,3
1002369,0,2015-04-28,exit_cin,3,3
1002458,0,2015-04-28,exit_nonsocialcare,3,3
1002492,0,2015-04-28,exit_nonsocialcare,3,3
1002627,0,2015-04-28,exit_cin,3,3
1002668,0,2015-04-28,exit_nonsocialcare,3,3
1002729,0,2015-04-28,exit_nonsocialcare,3,3
1003189,0,2015-04-28,exit_other,3,3
1003249,0,2015-04-28,exit_cin,3,3
1003396,0,2015-04-28,exit_nonsocialcare,3,3
1003515,0,2015-04-28,exit_nonsocialcare,3,3
1003627,0,2015-04-28,exit_nonsocialcare,3,3
1003686,0,2015-04-28,exit_nonsocialcare,3,3
1003817,1,2015-04-28,exit_nonsocialcare,1,3
1003824,0,2015-04-28,exit_nonsocialcare,3,3
1003894,1,2015-04-28,exit_nonsocialcare,1,3
1003904,0,2015-04-28,exit_nonsocialcare,3,3
1004142,1,2015-04-28,referral,1,3
1004171,0,2015-04-28,exit_other,3,3
1004319,0,2015-04-28,exit_nonsocialcare,3,3
1004495,1,2015-04-28,exit_nonsocialcare,1,3
1004499,0,2015-04-28,exit_other,3,3
1004504,1,2015-04-28,referral,1,3
1004517,0,2015-04-28,exit_nonsocialcare,3,3
1004549,1,2015-04-28,exit_nonsocialcare,1,3
1004807,0,2015-04-28,exit_other,3,3
1005099,0,2015-04-28,s47,3,3
1000444,1,2015-04-28,contact,0,4
1003485,1,2015-04-28,contact,0,4
1004142,1,2015-04-28,strategy,2,4
1004504,1,2015-04-28,strategy,2,4
1004531,0,2015-04-28,exit_cin,4,4
1004547,0,2015-04-28,exit_other,4,4
1004620,0,2015-04-28,exit_other,4,4
1004682,0,2015-04-28,exit_other,4,4
1004879,0,2015-04-28,icpc,4,4
1000251,1,2015-04-28,exit_nonsocialcare,3,5
1001550,1,2015-04-28,exit_other,3,5
1003485,1,2015-04-28,referral,1,5
1004477,1,2015-04-28,s47,3,5
1003485,1,2015-04-28,exit_lac,2,6
1001475,1,2015-04-28,exit_cin,3,7
1003734,1,2015-04-28,exit_other,4,7
1000549,2,2015-04-28,exit_nonsocialcare,1,8
1005109,0,2015-04-29,contact,0,0
1005110,0,2015-04-29,contact,0,0
1005111,0,2015-04-29,contact,0,0
1005112,0,2015-04-29,contact,0,0
1005113,0,2015-04-29,contact,0,0
1005114,0,2015-04-29,contact,0,0
1005115,0,2015-04-29,contact,0,0
1005116,0,2015-04-29,contact,0,0
1005117,0,2015-04-29,contact,0,0
1005118,0,2015-04-29,contact,0,0
1005119,0,2015-04-29,contact,0,0
1005120,0,2015-04-29,contact,0,0
1005121,0,2015-04-29,contact,0,0
1005122,0,2015-04-29,contact,0,0
1005123,0,2015-04-29,contact,0,0
1005124,0,2015-04-29,contact,0,0
1005125,0,2015-04-29,contact,0,0
1005126,0,2015-04-29,contact,0,0
1005127,0,2015-04-29,contact,0,0
1005128,0,2015-04-29,contact,0,0
1005129,0,2015-04-29,contact,0,0
1005130,0,2015-04-29,contact,0,0
1005131,0,2015-04-29,contact,0,0
1005132,0,2015-04-29,contact,0,0
1005133,0,2015-04-29,contact,0,0
1005134,0,2015-04-29,contact,0,0
1005135,0,2015-04-29,contact,0,0
1005136,0,2015-04-29,contact,0,0
1005137,0,2015-04-29,contact,0,0
1005138,0,2015-04-29,contact,0,0
1005139,0,2015-04-29,contact,0,0
1005140,0,2015-04-29,contact,0,0
1005141,0,2015-04-29,contact,0,0
1005142,0,2015-04-29,contact,0,0
1005143,0,2015-04-29,contact,0,0
1005144,0,2015-04-29,contact,0,0
1005145,0,2015-04-29,contact,0,0
1005146,0,2015-04-29,contact,0,0
1005147,0,2015-04-29,contact,0,0
1005148,0,2015-04-29,contact,0,0
1005149,0,2015-04-29,contact,0,0
1005150,0,2015-04-29,contact,0,0
1005151,0,2015-04-29,contact,0,0
1005152,0,2015-04-29,contact,0,0
1005153,0,2015-04-29,contact,0,0
1005154,0,2015-04-29,contact,0,0
1005155,0,2015-04-29,contact,0,0
1005156,0,2015-04-29,contact,0,0
1005157,0,2015-04-29,contact,0,0
1005158,0,2015-04-29,contact,0,0
1005159,0,2015-04-29,contact,0,0
1005160,0,2015-04-29,contact,0,0
1005161,0,2015-04-29,contact,0,0
1005162,0,2015-04-29,contact,0,0
1005163,0,2015-04-29,contact,0,0
1005164,0,2015-04-29,contact,0,0
1004654,0,2015-04-29,exit_nonsocialcare,1,1
1004738,0,2015-04-29,exit_nonsocialcare,1,1
1004909,0,2015-04-29,exit_nonsocialcare,1,1
1004915,0,2015-04-29,exit_nonsocialcare,1,1
1004928,0,2015-04-29,exit_nonsocialcare,1,1
1004943,0,2015-04-29,exit_nonsocialcare,1,1
1004951,0,2015-04-29,exit_nonsocialcare,1,1
1004977,0,2015-04-29,exit_nonsocialcare,1,1
1004991,0,2015-04-29,exit_nonsocialcare,1,1
1004997,0,2015-04-29,exit_nonsocialcare,1,1
1005048,0,2015-04-29,exit_nonsocialcare,1,1
1005095,0,2015-04-29,exit_nonsocialcare,1,1
1005096,0,2015-04-29,exit_nonsocialcare,1,1
1005102,0,2015-04-29,exit_nonsocialcare,1,1
1005111,0,2015-04-29,referral,1,1
1005112,0,2015-04-29,referral,1,1
1005114,0,2015-04-29,referral,1,1
1005116,0,2015-04-29,exit_nonsocialcare,1,1
1005117,0,2015-04-29,referral,1,1
1005118,0,2015-04-29,referral,1,1
1005120,0,2015-04-29,referral,1,1
1005121,0,2015-04-29,referral,1,1
1005123,0,2015-04-29,referral,1,1
1005124,0,2015-04-29,referral,1,1
1005125,0,2015-04-29,referral,1,1
1005126,0,2015-04-29,referral,1,1
1005127,0,2015-04-29,referral,1,1
1005130,0,2015-04-29,referral,1,1
1005131,0,2015-04-29,referral,1,1
1005132,0,2015-04-29,referral,1,1
1005133,0,2015-04-29,referral,1,1
1005134,0,2015-04-29,referral,1,1
1005136,0,2015-04-29,referral,1,1
1005138,0,2015-04-29,referral,1,1
1005140,0,2015-04-29,referral,1,1
1005141,0,2015-04-29,referral,1,1
1005143,0,2015-04-29,referral,1,1
1005145,0,2015-04-29,exit_nonsocialcare,1,1
1005146,0,2015-04-29,referral,1,1
1005147,0,2015-04-29,referral,1,1
1005148,0,2015-04-29,referral,1,1
1005149,0,2015-04-29,referral,1,1
1005150,0,2015-04-29,referral,1,1
1005151,0,2015-04-29,referral,1,1
1005153,0,2015-04-29,referral,1,1
1005155,0,2015-04-29,referral,1,1
1005156,0,2015-04-29,referral,1,1
1005158,0,2015-04-29,referral,1,1
1005159,0,2015-04-29,referral,1,1
1005162,0,2015-04-29,referral,1,1
1000982,1,2015-04-29,contact,0,2
1002960,1,2015-04-29,contact,0,2
1003037,1,2015-04-29,contact,0,2
1004080,1,2015-04-29,contact,0,2
1005052,0,2015-04-29,exit_cp,2,2
1005111,0,2015-04-29,candf,2,2
1005112,0,2015-04-29,strategy,2,2
1005114,0,2015-04-29,candf,2,2
1005118,0,2015-04-29,candf,2,2
1005120,0,2015-04-29,candf,2,2
1005121,0,2015-04-29,candf,2,2
1005123,0,2015-04-29,candf,2,2
1005124,0,2015-04-29,strategy,2,2
1005125,0,2015-04-29,exit_cp,2,2
1005126,0,2015-04-29,strategy,2,2
1005130,0,2015-04-29,candf,2,2
1005131,0,2015-04-29,candf,2,2
1005132,0,2015-04-29,candf,2,2
1005133,0,2015-04-29,candf,2,2
1005134,0,2015-04-29,candf,2,2
1005136,0,2015-04-29,candf,2,2
1005138,0,2015-04-29,strategy,2,2
1005140,0,2015-04-29,candf,2,2
1005141,0,2015-04-29,candf,2,2
1005143,0,2015-04-29,candf,2,2
1005146,0,2015-04-29,exit_lac,2,2
1005147,0,2015-04-29,candf,2,2
1005148,0,2015-04-29,candf,2,2
1005149,0,2015-04-29,candf,2,2
1005150,0,2015-04-29,candf,2,2
1005151,0,2015-04-29,candf,2,2
1005153,0,2015-04-29,candf,2,2
1005155,0,2015-04-29,candf,2,2
1005156,0,2015-04-29,candf,2,2
1005158,0,2015-04-29,candf,2,2
1005159,0,2015-04-29,candf,2,2
1005162,0,2015-04-29,candf,2,2
1001203,0,2015-04-29,exit_nonsocialcare,3,3
1001596,0,2015-04-29,exit_nonsocialcare,3,3
1001899,1,2015-04-29,exit_nonsocialcare,1,3
1001972,0,2015-04-29,exit_nonsocialcare,3,3
1001998,0,2015-04-29,exit_cin,3,3
1002070,0,2015-04-29,exit_nonsocialcare,3,3
1002135,0,2015-04-29,exit_nonsocialcare,3,3
1002225,0,2015-04-29,exit_cin,3,3
1002277,0,2015-04-29,exit_nonsocialcare,3,3
1002453,0,2015-04-29,exit_nonsocialcare,3,3
1002779,0,2015-04-29,exit_nonsocialcare,3,3
1002909,0,2015-04-29,exit_cin,3,3
1002989,0,2015-04-29,exit_nonsocialcare,3,3
1003602,0,2015-04-29,exit_nonsocialcare,3,3
1003690,0,2015-04-29,exit_nonsocialcare,3,3
1003696,0,2015-04-29,exit_nonsocialcare,3,3
1003764,0,2015-04-29,exit_nonsocialcare,3,3
1003774,0,2015-04-29,exit_cin,3,3
1003821,0,2015-04-29,exit_nonsocialcare,3,3
1003823,0,2015-04-29,exit_other,3,3
1003859,0,2015-04-29,exit_nonsocialcare,3,3
1003892,0,2015-04-29,exit_nonsocialcare,3,3
1004080,1,2015-04-29,referral,1,3
1004507,1,2015-04-29,exit_nonsocialcare,1,3
1004585,0,2015-04-29,exit_other,3,3
1004676,1,2015-04-29,exit_nonsocialcare,1,3
1005124,0,2015-04-29,s47,3,3
1005126,0,2015-04-29,s47,3,3
